,wind_code,sec_name,ar_by_buyer_name,ar_buyer_standard,ar_buyer_subid,cus_name,cus_name_standard,cus_name_subid,ar_buyer_region,cus_region,match_score
382009,300508.SZ,维宏股份,深圳市久久犇机械设备有限公司,深圳市久久犇机械设备有限公司,3,深圳市久久犇机械设备有限公司,深圳市久久犇机械设备有限公司,3,深圳,深圳,100
382016,300508.SZ,维宏股份,深圳市创世纪机械有限公司,深圳市创世纪机械有限公司,4,深圳市创世纪机械有限公司,深圳市创世纪机械有限公司,4,深圳,深圳,100
382023,300508.SZ,维宏股份,深圳市精盛数控机床有限公司,深圳市精盛数控机床有限公司,5,深圳市精盛数控机床有限公司,深圳市精盛数控机床有限公司,5,深圳,深圳,100
382035,300509.SZ,新美星,华润怡宝饮料有限公司,华润怡宝饮料有限公司,3,华润怡宝饮料有限公司,华润怡宝饮料有限公司,1,,,100
382052,300509.SZ,新美星,汉川市晋江福源食品有限公司,汉川市晋江福源食品有限公司,6,汉川市晋江福源食品有限公司,汉川市晋江福源食品有限公司,3,,,100
382063,300509.SZ,新美星,福建公元食品有限公司,福建公元食品有限公司,8,福建公元食品有限公司,福建公元食品有限公司,4,福建,福建,100
382070,300510.SZ,金冠股份,一汽大众汽车有限公司,一汽大众汽车有限公司,1,一汽大众汽车有限公司,一汽大众汽车有限公司,1,,,100
382142,300510.SZ,金冠股份,嘉兴市恒创电力设备有限公司,嘉兴市恒创电力设备有限公司,8,嘉兴市恒创电力设备有限公司,嘉兴市恒创电力设备有限公司,3,嘉兴,嘉兴,100
382294,300510.SZ,金冠股份,天津津通华电气设备有限公司,天津津通华电气设备有限公司,23,天津津通华电气设备有限公司,天津津通华电气设备有限公司,5,天津,天津,100
382325,300510.SZ,金冠股份,平高集团有限公司,平高集团有限公司,26,平高集团有限公司,平高集团有限公司,6,,,100
382367,300510.SZ,金冠股份,河南平高通用电气有限公司,河南平高通用电气有限公司,30,河南平高通用电气有限公司,河南平高通用电气有限公司,8,河南,河南,100
382388,300510.SZ,金冠股份,福州亿力电器设备有限公司,福州亿力电器设备有限公司,32,福州亿力电器设备有限公司,福州亿力电器设备有限公司,9,福州,福州,100
382399,300510.SZ,金冠股份,长春市地铁有限责任公司,长春市地铁有限责任公司,33,长春市地铁有限责任公司,长春市地铁有限责任公司,10,长春,长春,100
382441,300511.SZ,雪榕生物,昆明李得义,昆明李得义,5,昆明李得义,昆明李得义,2,昆明,昆明,100
382447,300511.SZ,雪榕生物,李仁福,李仁福,6,李仁福,李仁福,3,,,100
382474,300511.SZ,雪榕生物,贵州利江农业开发有限公司,贵州利江农业开发有限公司,11,贵州利江农业开发有限公司,贵州利江农业开发有限公司,5,贵州,贵州,100
382700,300514.SZ,友讯达,北京煜邦电力技术股份有限公司,北京煜邦电力技术股份有限公司,1,北京煜邦电力技术股份有限公司,北京煜邦电力技术股份有限公司,1,北京,北京,100
382719,300514.SZ,友讯达,国网四川省电力公司,国网四川省电力公司,3,国网四川省电力公司,国网四川省电力公司,2,四川,四川,100
382738,300514.SZ,友讯达,国网山西省电力公司,国网山西省电力公司,5,国网山西省电力公司,国网山西省电力公司,3,山西,山西,100
382767,300514.SZ,友讯达,国网甘肃省电力公司,国网甘肃省电力公司,8,国网甘肃省电力公司,国网甘肃省电力公司,5,甘肃,甘肃,100
382777,300514.SZ,友讯达,宁波奥克斯供应链管理有限公司,宁波奥克斯供应链管理有限公司,9,宁波奥克斯供应链管理有限公司,宁波奥克斯供应链管理有限公司,6,宁波,宁波,100
382796,300514.SZ,友讯达,深圳市国电科技通信有限公司,深圳市国电科技通信有限公司,11,深圳市国电科技通信有限公司,深圳市国电科技通信有限公司,7,深圳,深圳,100
382814,300515.SZ,三德科技,中国华电集团,中国华电集团,4,中国华电集团,中国华电集团,1,,,100
382819,300515.SZ,三德科技,中国华电集团有限公司,中国华电集团有限公司,5,中国华电集团,中国华电集团,1,,,100
382825,300515.SZ,三德科技,中国华能集团,中国华能集团,6,中国华能集团,中国华能集团,2,,,100
382830,300515.SZ,三德科技,中国华能集团有限公司,中国华能集团有限公司,7,中国华能集团,中国华能集团,2,,,100
382837,300515.SZ,三德科技,中国大唐集团,中国大唐集团,8,中国大唐集团,中国大唐集团,4,,,100
382842,300515.SZ,三德科技,中国大唐集团公司,中国大唐集团公司,9,中国大唐集团,中国大唐集团,4,,,100
382908,300515.SZ,三德科技,阳煤集团,阳煤集团,22,阳煤集团,阳煤集团,5,,,100
382931,300517.SZ,海波重科,中国水利水电第三工程局有限公司,中国水利水电第三工程局有限公司,2,中国水利水电第五工程局有限公司,中国水利水电第五工程局有限公司,3,,,93
382941,300517.SZ,海波重科,中国水利水电第五工程局有限公司,中国水利水电第五工程局有限公司,3,中国水利水电第五工程局有限公司,中国水利水电第五工程局有限公司,3,,,100
382953,300517.SZ,海波重科,北京城建道桥建设集团有限公司,北京城建道桥建设集团有限公司,4,北京城建道桥建设集团有限公司,北京城建道桥建设集团有限公司,5,北京,北京,100
382984,300517.SZ,海波重科,成都华川公路建设集团有限公司,成都华川公路建设集团有限公司,7,成都华川公路建设集团有限公司,成都华川公路建设集团有限公司,6,成都,成都,100
382995,300517.SZ,海波重科,武汉市城建工程有限公司,武汉市城建工程有限公司,8,武汉市城建工程有限公司,武汉市城建工程有限公司,7,武汉,武汉,100
383026,300517.SZ,海波重科,河南五建建设集团有限公司,河南五建建设集团有限公司,11,河南五建建设集团有限公司,河南五建建设集团有限公司,8,河南,河南,100
383029,300519.SZ,新光药业,华东医药丽水有限公司,华东医药丽水有限公司,1,华东医药丽水有限公司,华东医药丽水有限公司,1,丽水,丽水,100
383035,300519.SZ,新光药业,华东医药股份有限公司,华东医药股份有限公司,2,华东医药股份有限公司,华东医药股份有限公司,2,,,100
383063,300519.SZ,新光药业,浙江省诸暨市医药药材有限公司,浙江省诸暨市医药药材有限公司,7,浙江省诸暨市医药药材有限公司,浙江省诸暨市医药药材有限公司,5,浙江,浙江,100
383124,300520.SZ,科大国创,日本恒星,日本恒星,8,日本恒星及下属公司,日本恒星及下属公司,4,,,100
383132,300520.SZ,科大国创,黄冈市公安局,黄冈市公安局,9,黄冈市公安局,黄冈市公安局,6,黄冈,黄冈,100
383139,300521.SZ,爱司凯,北京时先九恒科技有限公司,北京时先九恒科技有限公司,2,北京时先九恒科技有限公司,北京时先九恒科技有限公司,1,北京,北京,100
383152,300521.SZ,爱司凯,杭州康尔达数码科技有限公司,杭州康尔达数码科技有限公司,4,杭州康尔达数码科技有限公司,杭州康尔达数码科技有限公司,2,杭州,杭州,100
383159,300521.SZ,爱司凯,浙江农资集团金海湾进出口有限公司,浙江农资集团金海湾进出口有限公司,5,浙江农资集团金海湾进出口有限公司,浙江农资集团金海湾进出口有限公司,3,浙江,浙江,100
383166,300521.SZ,爱司凯,深圳市克伦特印刷设备有限公司,深圳市克伦特印刷设备有限公司,6,深圳市克伦特印刷设备有限公司,深圳市克伦特印刷设备有限公司,4,深圳,深圳,100
383174,300521.SZ,爱司凯,香港裕力材料有限公司,香港裕力材料有限公司,7,香港裕力材料有限公司,香港裕力材料有限公司,6,,,100
383183,300522.SZ,世名科技,上海熠辉化工有限公司,上海熠辉化工有限公司,3,上海熠辉化工有限公司,上海熠辉化工有限公司,1,上海,上海,100
383230,300522.SZ,世名科技,雄县保森化工产品销售有限公司,雄县保森化工产品销售有限公司,14,雄县保森化工产品销售有限公司,雄县保森化工产品销售有限公司,4,,,100
383241,300523.SZ,辰安科技,中国电子进出口总公司,中国电子进出口总公司,3,中国电子进出口总公司,中国电子进出口总公司,1,,,100
383310,300523.SZ,辰安科技,紫光软件系统有限公司,紫光软件系统有限公司,16,紫光软件系统有限公司,紫光软件系统有限公司,5,,,100
383331,300525.SZ,博思软件,云南省非税收入管理局,云南省非税收入管理局,3,云南省非税收入管理局,云南省非税收入管理局,1,云南,云南,100
383427,300525.SZ,博思软件,福建广电网络集团股份有限公司,福建广电网络集团股份有限公司,22,福建广电网络集团股份有限公司,福建广电网络集团股份有限公司,2,福建,福建,100
383645,300527.SZ,中船应急,中国核电工程有限公司,中国核电工程有限公司,8,中国核电工程有限公司,中国核电工程有限公司,3,,,100
383698,300527.SZ,中船应急,中国航空技术北京有限公司,中国航空技术北京有限公司,10,中国航空技术北京有限公司,中国航空技术北京有限公司,4,北京,北京,100
383725,300527.SZ,中船应急,中国船舶重工国际贸易有限公司,中国船舶重工国际贸易有限公司,11,中国船舶重工国际贸易有限公司,中国船舶重工国际贸易有限公司,5,,,100
383808,300527.SZ,中船应急,中广核工程有限公司,中广核工程有限公司,14,中广核工程有限公司,中广核工程有限公司,10,,,100
383939,300527.SZ,中船应急,中航技北京公司,中航技北京公司,19,中航技北京公司,中航技北京公司,11,北京,北京,100
384305,300527.SZ,中船应急,政府(含军方)A,政府(含军方)A,33,政府(含军方)A,政府(含军方)A,13,,,100
384334,300527.SZ,中船应急,政府(含军方)G,政府(含军方)G,34,政府(含军方)G,政府(含军方)G,16,,,100
384414,300527.SZ,中船应急,政府G,政府G,37,政府G,政府G,18,,,100
384442,300527.SZ,中船应急,政府L,政府L,38,政府L,政府L,20,,,100
384523,300527.SZ,中船应急,政府军方J,政府军方J,41,政府军方J,政府军方J,23,,,100
384629,300527.SZ,中船应急,玻利维亚公路局,玻利维亚公路局,45,玻利维亚公路局,玻利维亚公路局,25,,,100
384682,300527.SZ,中船应急,陕西柴油机重工有限公司,陕西柴油机重工有限公司,47,陕西柴油机重工有限公司,陕西柴油机重工有限公司,26,陕西,陕西,100
384709,300528.SZ,幸福蓝海,中央电视台,中央电视台,3,中央电视台,中央电视台,1,,,100
384816,300528.SZ,幸福蓝海,北京电视台,北京电视台,11,北京电视台,北京电视台,4,北京,北京,100
384910,300528.SZ,幸福蓝海,江苏省广播电视集团有限公司,江苏省广播电视集团有限公司,18,江苏省广播电视集团有限公司,江苏省广播电视集团有限公司,7,江苏,江苏,100
384924,300528.SZ,幸福蓝海,江苏稻草熊影业有限公司,江苏稻草熊影业有限公司,19,江苏稻草熊影业有限公司,江苏稻草熊影业有限公司,8,江苏,江苏,100
384964,300528.SZ,幸福蓝海,海南金盛信马影视文化有限公司,海南金盛信马影视文化有限公司,22,海南金盛信马影视文化有限公司,海南金盛信马影视文化有限公司,9,海南,海南,100
384978,300528.SZ,幸福蓝海,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,23,深圳市腾讯计算机系统有限公司,深圳市腾讯计算机系统有限公司,10,深圳,深圳,100
385033,300528.SZ,幸福蓝海,霍尔果斯天天向上影业有限公司,霍尔果斯天天向上影业有限公司,27,霍尔果斯天天向上影业有限公司,霍尔果斯天天向上影业有限公司,13,,,100
385066,300529.SZ,健帆生物,北京大海科技有限公司,北京大海科技有限公司,2,北京大海科技有限公司,北京大海科技有限公司,2,北京,北京,100
385082,300529.SZ,健帆生物,国药控股广西有限公司,国药控股广西有限公司,5,国药控股广西有限公司,国药控股广西有限公司,3,,,100
385093,300529.SZ,健帆生物,武汉鑫甲医疗器械有限公司,武汉鑫甲医疗器械有限公司,7,武汉鑫甲医疗器械有限公司,武汉鑫甲医疗器械有限公司,4,武汉,武汉,100
385163,300530.SZ,领湃科技,北京汽车制造厂有限公司德州分公司,北京汽车制造厂有限公司德州分公司,4,北京汽车制造厂有限公司德州分公司,北京汽车制造厂有限公司德州分公司,1,北京,北京,100
385197,300530.SZ,领湃科技,奈电软性科技电子(珠海)有限公司,奈电软性科技电子(珠海)有限公司,7,奈电软性科技电子(珠海)有限公司,奈电软性科技电子(珠海)有限公司,2,珠海,珠海,100
385243,300530.SZ,领湃科技,柳州科易动力科技有限公司,柳州科易动力科技有限公司,11,柳州科易动力科技有限公司,柳州科易动力科技有限公司,4,柳州,柳州,100
385278,300530.SZ,领湃科技,江苏太仓市金鹿电镀有限公司,江苏太仓市金鹿电镀有限公司,14,江苏太仓市金鹿电镀有限公司,江苏太仓市金鹿电镀有限公司,6,江苏,江苏,100
385290,300530.SZ,领湃科技,江苏金派克新能源有限公司,江苏金派克新能源有限公司,15,江苏金派克新能源有限公司,江苏金派克新能源有限公司,7,江苏,江苏,100
385391,300530.SZ,领湃科技,湖北星晖,湖北星晖,24,湖北星晖,湖北星晖,9,湖北,湖北,100
385402,300530.SZ,领湃科技,湖北星晖新能源智能汽车有限公司,湖北星晖新能源智能汽车有限公司,25,湖北星晖,湖北星晖,9,湖北,湖北,100
385426,300530.SZ,领湃科技,苏州科易新动力科技有限公司,苏州科易新动力科技有限公司,27,苏州科易新动力科技有限公司,苏州科易新动力科技有限公司,11,苏州,苏州,100
385453,300531.SZ,优博讯,上海敏哲,上海敏哲,4,上海敏哲电子科技有限公司,上海敏哲电子科技有限公司,1,上海,上海,100
385458,300531.SZ,优博讯,上海敏哲电子科技有限公司,上海敏哲电子科技有限公司,5,上海敏哲电子科技有限公司,上海敏哲电子科技有限公司,1,上海,上海,100
385527,300531.SZ,优博讯,通联支付,通联支付,18,通联支付网络服务股份有限公司,通联支付网络服务股份有限公司,5,,,100
385532,300531.SZ,优博讯,通联支付网络服务股份有限公司,通联支付网络服务股份有限公司,19,通联支付网络服务股份有限公司,通联支付网络服务股份有限公司,5,,,100
385646,300532.SZ,今天国际,深圳华美板材有限公司,深圳华美板材有限公司,21,深圳华美板材有限公司,深圳华美板材有限公司,4,深圳,深圳,100
385754,300534.SZ,陇神戎发,四川宏卓药业有限公司,四川宏卓药业有限公司,3,四川宏卓药业有限公司,四川宏卓药业有限公司,2,四川,四川,100
385787,300534.SZ,陇神戎发,广州医药集团有限公司控制的企业,广州医药集团有限公司控制的企业,6,广州医药集团有限公司控制的企业,广州医药集团有限公司控制的企业,5,广州,广州,100
385798,300534.SZ,陇神戎发,广西柳州医药股份有限公司,广西柳州医药股份有限公司,7,广西柳州医药股份有限公司,广西柳州医药股份有限公司,6,柳州,柳州,100
385809,300534.SZ,陇神戎发,成都广药新汇源医药有限公司,成都广药新汇源医药有限公司,8,成都广药新汇源医药有限公司,成都广药新汇源医药有限公司,7,成都,成都,100
385831,300534.SZ,陇神戎发,江西兴安药业有限责任公司,江西兴安药业有限责任公司,10,江西兴安药业有限责任公司,江西兴安药业有限责任公司,9,江西,江西,100
385842,300534.SZ,陇神戎发,湖北鑫海药业有限公司,湖北鑫海药业有限公司,11,湖北鑫海药业有限公司,湖北鑫海药业有限公司,10,湖北,湖北,100
385854,300535.SZ,达威股份,四川振静股份有限公司,四川振静股份有限公司,1,四川振静股份有限公司,四川振静股份有限公司,2,四川,四川,100
385905,300535.SZ,达威股份,浙江通天星集团股份有限公司,浙江通天星集团股份有限公司,8,浙江通天星集团股份有限公司,浙江通天星集团股份有限公司,4,浙江,浙江,100
385913,300535.SZ,达威股份,淄博大桓九宝恩皮革集团有限公司,淄博大桓九宝恩皮革集团有限公司,9,淄博大桓九宝恩皮革集团有限公司,淄博大桓九宝恩皮革集团有限公司,5,淄博,淄博,100
386244,300536.SZ,*ST农尚,武汉地产开发投资集团有限公司,武汉地产开发投资集团有限公司,18,武汉地产,武汉地产,9,武汉,武汉,100
386245,300536.SZ,*ST农尚,武汉地产开发投资集团有限公司,武汉地产开发投资集团有限公司,18,武汉地产开发投资集团有限公司,武汉地产开发投资集团有限公司,10,武汉,武汉,100
386301,300536.SZ,*ST农尚,武汉市东西湖区水务和湖泊局,武汉市东西湖区水务和湖泊局,21,武汉市东西湖区水务局,武汉市东西湖区水务局,12,武汉,武汉,90
386319,300536.SZ,*ST农尚,武汉市东西湖区水务局,武汉市东西湖区水务局,22,武汉市东西湖区水务局,武汉市东西湖区水务局,12,武汉,武汉,100
386338,300536.SZ,*ST农尚,武汉市江夏农业集团有限公司,武汉市江夏农业集团有限公司,23,武汉市江夏农业集团有限公司,武汉市江夏农业集团有限公司,13,武汉,武汉,100
386375,300536.SZ,*ST农尚,汇绿园林建设发展有限公司,汇绿园林建设发展有限公司,25,汇绿园林建设发展有限公司,汇绿园林建设发展有限公司,14,,,100
386413,300537.SZ,广信材料,博敏电子股份有限公司,博敏电子股份有限公司,4,博敏电子股份有限公司,博敏电子股份有限公司,1,,,100
386429,300537.SZ,广信材料,富智康精密电子(廊坊)有限公司,富智康精密电子(廊坊)有限公司,7,富智康精密电子(廊坊)有限公司,富智康精密电子(廊坊)有限公司,2,廊坊,廊坊,100
386445,300537.SZ,广信材料,广东依顿电子科技股份有限公司,广东依顿电子科技股份有限公司,10,广东依顿电子科技股份有限公司,广东依顿电子科技股份有限公司,3,广东,广东,100
386471,300537.SZ,广信材料,浙江欧珑电气有限公司,浙江欧珑电气有限公司,15,浙江欧珑电气有限公司,浙江欧珑电气有限公司,4,浙江,浙江,100
386502,300537.SZ,广信材料,鸿富晋精密工业(太原)有限公司,鸿富晋精密工业(太原)有限公司,21,鸿富晋精密工业(太原)有限公司,鸿富晋精密工业(太原)有限公司,5,太原,太原,100
386534,300538.SZ,同益股份,东莞誉铭新工业有限公司,东莞誉铭新工业有限公司,4,东莞誉铭新工业有限公司,东莞誉铭新工业有限公司,2,东莞,东莞,100
386793,300539.SZ,横河精密,GROUPE SEB,GROUPE SEB,1,SEB,SEB,1,,,100
386806,300539.SZ,横河精密,上海科勒电子科技有限公司,上海科勒电子科技有限公司,3,上海科勒电子科技有限公司,上海科勒电子科技有限公司,2,上海,上海,100
386838,300539.SZ,横河精密,松下家电(中国)有限公司,松下家电(中国)有限公司,8,松下,松下,4,,,100
386847,300539.SZ,横河精密,法国 SEB,法国 SEB,10,SEB,SEB,1,,,100
386853,300539.SZ,横河精密,法国SEB,法国SEB,11,SEB,SEB,1,,,100
386857,300539.SZ,横河精密,法国SEB,法国SEB,11,法国SEB,法国SEB,5,,,100
386882,300540.SZ,蜀道装备,四川广能能源有限公司,四川广能能源有限公司,4,四川广能能源有限公司,四川广能能源有限公司,3,四川,四川,100
386928,300540.SZ,蜀道装备,河北中翔能源有限公司,河北中翔能源有限公司,13,河北中翔能源有限公司,河北中翔能源有限公司,4,河北,河北,100
386961,300541.SZ,先进数通,中国农业银行股份有限公司,中国农业银行股份有限公司,2,农业银行,农业银行,2,,,100
386969,300541.SZ,先进数通,中国建设银行股份有限公司,中国建设银行股份有限公司,3,建设银行,建设银行,5,,,100
386990,300542.SZ,新晨科技,中信银行股份有限公司,中信银行股份有限公司,1,中信银行股份有限公司,中信银行股份有限公司,1,,,100
387006,300542.SZ,新晨科技,中国投资有限责任公司,中国投资有限责任公司,4,中国投资有限责任公司,中国投资有限责任公司,2,,,100
387012,300542.SZ,新晨科技,中国邮政储蓄银行股份有限公司,中国邮政储蓄银行股份有限公司,5,中国邮政储蓄银行股份有限公司,中国邮政储蓄银行股份有限公司,3,,,100
387037,300543.SZ,朗科智能,九阳股份有限公司,九阳股份有限公司,4,九阳股份有限公司,九阳股份有限公司,3,,,100
387100,300545.SZ,联得装备,京东方科技集团股份有限公司及其控制公司,京东方科技集团股份有限公司及其控制公司,2,京东方科技集团股份有限公司及其控制公司,京东方科技集团股份有限公司及其控制公司,1,东方,东方,100
387106,300545.SZ,联得装备,信利国际有限公司及其控制公司,信利国际有限公司及其控制公司,3,信利国际有限公司及其控制公司,信利国际有限公司及其控制公司,2,,,100
387117,300545.SZ,联得装备,富士康科技集团及其控制公司,富士康科技集团及其控制公司,5,富士康科技集团及其控制公司,富士康科技集团及其控制公司,3,,,100
387123,300545.SZ,联得装备,深圳市宇顺电子股份有限公司及其控制公司,深圳市宇顺电子股份有限公司及其控制公司,6,深圳市宇顺电子股份有限公司及其控制公司,深圳市宇顺电子股份有限公司及其控制公司,4,深圳,深圳,100
387134,300545.SZ,联得装备,珠海晨新科技有限公司,珠海晨新科技有限公司,8,珠海晨新科技有限公司,珠海晨新科技有限公司,5,珠海,珠海,100
387172,300546.SZ,雄帝科技,公安部,公安部,6,公安部,公安部,3,,,100
387183,300546.SZ,雄帝科技,深圳市比亚迪供应链管理有限公司,深圳市比亚迪供应链管理有限公司,8,深圳市比亚迪供应链管理有限公司,深圳市比亚迪供应链管理有限公司,4,深圳,深圳,100
387194,300546.SZ,雄帝科技,郑州市人力资源和社会保障数据管理中心,郑州市人力资源和社会保障数据管理中心,10,郑州市人力资源和社会保障数据管理中心,郑州市人力资源和社会保障数据管理中心,5,郑州,郑州,100
387195,300547.SZ,川环科技,上汽通用五菱汽车股份有限公司,上汽通用五菱汽车股份有限公司,1,上汽通用五菱汽车股份有限公司,上汽通用五菱汽车股份有限公司,1,,,100
387246,300547.SZ,川环科技,江门大长江集团有限公司,江门大长江集团有限公司,11,江门大长江集团有限公司,江门大长江集团有限公司,2,江门,江门,100
387277,300547.SZ,川环科技,浙江远景汽配有限公司,浙江远景汽配有限公司,17,浙江远景汽配有限公司,浙江远景汽配有限公司,3,浙江,浙江,100
387303,300547.SZ,川环科技,重庆长安汽车股份有限公司,重庆长安汽车股份有限公司,22,重庆长安汽车股份有限公司,重庆长安汽车股份有限公司,4,重庆,重庆,100
387314,300547.SZ,川环科技,长安马自达汽车有限公司,长安马自达汽车有限公司,24,长安马自达汽车有限公司,长安马自达汽车有限公司,5,,,100
387317,300548.SZ,博创科技,Kaiam Corporation,Kaiam Corporation,1,Kaiam,Kaiam,3,,,100
387329,300548.SZ,博创科技,KaiamCorporation,KaiamCorporation,2,Kaiam,Kaiam,3,,,100
387341,300548.SZ,博创科技,KaiamEuropeLtd,KaiamEuropeLtd,3,Kaiam,Kaiam,3,,,100
387354,300548.SZ,博创科技,SENKO Advanced Components (HK) Ltd.,SENKO Advanced Components (HK) Ltd.,4,SENKO,SENKO,4,,,100
387368,300548.SZ,博创科技,TycoElectronics(Thailand)Limited,TycoElectronics(Thailand)Limited,5,Tyco Electronics(Thai land)Limited,Tyco Electronics(Thai land)Limited,6,,,94
387406,300548.SZ,博创科技,华为技术有限公司,华为技术有限公司,8,华为,华为,8,,,100
387407,300548.SZ,博创科技,华为技术有限公司,华为技术有限公司,8,华为技术有限公司,华为技术有限公司,9,,,100
387480,300548.SZ,博创科技,深圳市中兴康讯电子有限公司,深圳市中兴康讯电子有限公司,14,深圳市中兴康讯电子有限公司,深圳市中兴康讯电子有限公司,10,深圳,深圳,100
387493,300548.SZ,博创科技,烽火通信科技股份有限公司,烽火通信科技股份有限公司,15,烽火通信科技股份有限公司,烽火通信科技股份有限公司,11,,,100
387514,300549.SZ,优德精密,上海屹丰汽车模具制造有限公司,上海屹丰汽车模具制造有限公司,2,上海屹丰汽车模具制造有限公司,上海屹丰汽车模具制造有限公司,2,上海,上海,100
387521,300549.SZ,优德精密,上海赛科利汽车模具技术应用有限公司,上海赛科利汽车模具技术应用有限公司,3,上海赛科利汽车模具技术应用有限公司,上海赛科利汽车模具技术应用有限公司,3,上海,上海,100
387540,300549.SZ,优德精密,天津汽车模具股份有限公司,天津汽车模具股份有限公司,6,天津汽车模具股份有限公司(集团),天津汽车模具股份有限公司(集团),4,天津,天津,100
387554,300549.SZ,优德精密,舍弗勒(中国)有限公司,舍弗勒(中国)有限公司,8,舍弗勒(中国)有限公司,舍弗勒(中国)有限公司,6,,,100
387588,300550.SZ,和仁科技,华中科技大学同济医学院附属同济医院,华中科技大学同济医学院附属同济医院,5,华中科技大学同济医学院附属同济医院,华中科技大学同济医学院附属同济医院,2,,,100
387602,300550.SZ,和仁科技,解放军总医院,解放军总医院,8,中国人民解放军总医院,中国人民解放军总医院,1,,,100
387622,300551.SZ,古鳌科技,中国邮政集团,中国邮政集团,1,中国邮政集团,中国邮政集团,1,,,100
387638,300551.SZ,古鳌科技,农业银行,农业银行,4,农业银行,农业银行,2,,,100
387644,300551.SZ,古鳌科技,工商银行,工商银行,5,工商银行,工商银行,3,,,100
387650,300551.SZ,古鳌科技,建设银行,建设银行,6,建设银行,建设银行,4,,,100
387789,300552.SZ,万集科技,安徽和力成信息科技有限公司,安徽和力成信息科技有限公司,8,安徽和力成信息科技有限公司,安徽和力成信息科技有限公司,7,安徽,安徽,100
387808,300552.SZ,万集科技,山东高速信联支付有限公司,山东高速信联支付有限公司,9,山东高速信联支付有限公司,山东高速信联支付有限公司,8,山东,山东,100
387827,300552.SZ,万集科技,广东联合电子服务股份有限公司,广东联合电子服务股份有限公司,10,广东联合电子服务股份有限公司,广东联合电子服务股份有限公司,9,广东,广东,100
387866,300552.SZ,万集科技,江苏高速公路联网营运管理有限公司,江苏高速公路联网营运管理有限公司,12,江苏高速公路联网营运管理有限公司,江苏高速公路联网营运管理有限公司,12,江苏,江苏,100
387885,300552.SZ,万集科技,江西方兴科技有限公司,江西方兴科技有限公司,13,江西方兴科技有限公司,江西方兴科技有限公司,13,江西,江西,100
387904,300552.SZ,万集科技,河北冀翔通电子科技有限公司,河北冀翔通电子科技有限公司,14,河北冀翔通电子科技有限公司,河北冀翔通电子科技有限公司,14,河北,河北,100
387956,300553.SZ,集智股份,佛山市顺德区凯恒电机有限公司,佛山市顺德区凯恒电机有限公司,3,佛山市顺德区凯恒电机有限公司,佛山市顺德区凯恒电机有限公司,2,佛山,佛山,100
387967,300553.SZ,集智股份,博世汽车部件(长沙)有限公司,博世汽车部件(长沙)有限公司,5,"博世汽车部件(长沙)有限公司,博世电动工具(中国)有限公司,泰祥汽车配件(深圳)有限公司","博世汽车部件(长沙)有限公司,博世电动工具(中国)有限公司,泰祥汽车配件(深圳)有限公司",3,长沙,长沙,100
387978,300553.SZ,集智股份,友贸电机(深圳)有限公司,友贸电机(深圳)有限公司,7,友贸电机(深圳)有限公司,友贸电机(深圳)有限公司,4,深圳,深圳,100
388051,300554.SZ,三超新材,伯恩光学(惠州)有限公司,伯恩光学(惠州)有限公司,2,伯恩光学(惠州)有限公司,伯恩光学(惠州)有限公司,2,惠州,惠州,100
388062,300554.SZ,三超新材,华耀光电科技有限公司,华耀光电科技有限公司,3,华耀光电科技有限公司,华耀光电科技有限公司,3,,,100
388103,300554.SZ,三超新材,哈尔滨奥瑞德光电技术有限公司,哈尔滨奥瑞德光电技术有限公司,7,哈尔滨奥瑞德光电技术有限公司,哈尔滨奥瑞德光电技术有限公司,4,哈尔滨,哈尔滨,100
388144,300554.SZ,三超新材,天津环欧国际硅材料有限公司,天津环欧国际硅材料有限公司,11,天津环欧国际硅材料有限公司,天津环欧国际硅材料有限公司,5,天津,天津,100
388185,300554.SZ,三超新材,天通控股股份有限公司,天通控股股份有限公司,15,天通控股股份有限公司,天通控股股份有限公司,6,,,100
388216,300554.SZ,三超新材,常州亿晶光电科技有限公司,常州亿晶光电科技有限公司,18,常州亿晶光电科技有限公司,常州亿晶光电科技有限公司,7,常州,常州,100
388287,300554.SZ,三超新材,江苏协鑫硅材料科技发展有限公司,江苏协鑫硅材料科技发展有限公司,25,江苏协鑫硅材料科技发展有限公司,江苏协鑫硅材料科技发展有限公司,8,江苏,江苏,100
388379,300554.SZ,三超新材,阳光硅谷电子科技有限公司,阳光硅谷电子科技有限公司,34,阳光硅谷电子科技有限公司,阳光硅谷电子科技有限公司,10,,,100
388410,300555.SZ,ST路通,大连天途有线,大连天途有线,7,大连天途有线电视网络股份有限公司,大连天途有线电视网络股份有限公司,1,大连,大连,100
388415,300555.SZ,ST路通,大连天途有线电视网络股份有限公司,大连天途有线电视网络股份有限公司,8,大连天途有线电视网络股份有限公司,大连天途有线电视网络股份有限公司,1,大连,大连,100
388421,300555.SZ,ST路通,山东广电网络有限公司烟台分公司,山东广电网络有限公司烟台分公司,9,山东广电网络有限公司烟台分公司,山东广电网络有限公司烟台分公司,2,山东,山东,100
388442,300555.SZ,ST路通,江苏省广电有线信息网络股份有限公司无锡分公司,江苏省广电有线信息网络股份有限公司无锡分公司,13,江苏省广电有线信息网络股份有限公司无锡分公司,江苏省广电有线信息网络股份有限公司无锡分公司,3,江苏,江苏,100
