,wind_code,sec_name,ar_by_buyer_name,ar_buyer_standard,ar_buyer_subid,cus_name,cus_name_standard,cus_name_subid,ar_buyer_region,cus_region,match_score
736782,688090.SH,瑞松科技,广汽丰田汽车有限公司,广汽丰田汽车有限公司,7,广汽本田汽车有限公司,广汽本田汽车有限公司,6,,,90
736791,688090.SH,瑞松科技,广汽乘用车有限公司,广汽乘用车有限公司,8,广汽乘用车有限公司,广汽乘用车有限公司,5,,,100
736809,688090.SH,瑞松科技,广汽本田汽车有限公司,广汽本田汽车有限公司,10,广汽丰田汽车有限公司,广汽丰田汽车有限公司,3,,,90
736812,688090.SH,瑞松科技,广汽本田汽车有限公司,广汽本田汽车有限公司,10,广汽本田汽车有限公司,广汽本田汽车有限公司,6,,,100
736823,688090.SH,瑞松科技,广汽菲亚特克莱斯勒汽车有限公司,广汽菲亚特克莱斯勒汽车有限公司,11,广汽菲亚特克莱斯勒汽车有限公司,广汽菲亚特克莱斯勒汽车有限公司,7,,,100
736834,688090.SH,瑞松科技,惠州市德赛电池有限公司,惠州市德赛电池有限公司,12,惠州市德赛电池有限公司,惠州市德赛电池有限公司,8,惠州,惠州,100
736876,688090.SH,瑞松科技,长安马自达汽车有限公司,长安马自达汽车有限公司,16,长安马自达汽车有限公司,长安马自达汽车有限公司,10,,,100
736877,688092.SH,爱科科技,AMCAD ENTERPRISES LP & CWT Work Tools USA,AMCAD ENTERPRISES LP & CWT Work Tools USA,1,AMCAD ENTERPRISES LP,AMCAD ENTERPRISES LP,1,,,100
736890,688092.SH,爱科科技,AMCAD ENTERPRISES LP & CWTWork Tools USA,AMCAD ENTERPRISES LP & CWTWork Tools USA,2,AMCAD ENTERPRISES LP,AMCAD ENTERPRISES LP,1,,,100
736918,688092.SH,爱科科技,"F.U.H.SEMACOSP.J.J.SKALON,M.STROJNIAK","F.U.H.SEMACOSP.J.J.SKALON,M.STROJNIAK",4,"F.U.H.SEMACO SP.J.J.SKALON,M.STROJNIAK","F.U.H.SEMACO SP.J.J.SKALON,M.STROJNIAK",3,,,97
737110,688093.SH,世华科技,东莞领益精密制造科技有限公司,东莞领益精密制造科技有限公司,2,东莞领益精密制造科技有限公司,东莞领益精密制造科技有限公司,2,东莞,东莞,100
737134,688093.SH,世华科技,深圳市领略数控设备有限公司,深圳市领略数控设备有限公司,4,深圳市领略数控设备有限公司,深圳市领略数控设备有限公司,4,深圳,深圳,100
737146,688093.SH,世华科技,苏州安洁科技股份有限公司,苏州安洁科技股份有限公司,5,苏州安洁科技股份有限公司,苏州安洁科技股份有限公司,5,苏州,苏州,100
737158,688093.SH,世华科技,苏州德斯泰电子材料有限公司,苏州德斯泰电子材料有限公司,6,苏州德斯泰电子材料有限公司,苏州德斯泰电子材料有限公司,6,苏州,苏州,100
737171,688093.SH,世华科技,迈锐元器件科技(苏州)有限公司,迈锐元器件科技(苏州)有限公司,7,迈锐元器件科技(苏州)有限公司,迈锐元器件科技(苏州)有限公司,8,苏州,苏州,100
737183,688093.SH,世华科技,迈锐电子科技(苏州)有限公司,迈锐电子科技(苏州)有限公司,8,迈锐电子科技(苏州)有限公司,迈锐电子科技(苏州)有限公司,9,苏州,苏州,100
737195,688093.SH,世华科技,迈锐精密科技(苏州)有限公司,迈锐精密科技(苏州)有限公司,9,迈锐精密科技(苏州)有限公司,迈锐精密科技(苏州)有限公司,10,苏州,苏州,100
737207,688093.SH,世华科技,领胜城科技(江苏)有限公司,领胜城科技(江苏)有限公司,10,领胜城科技(江苏)有限公司,领胜城科技(江苏)有限公司,11,江苏,江苏,100
737242,688095.SH,福昕软件,Amazon  Group,Amazon  Group,3,Amazon,Amazon,1,,,100
737259,688095.SH,福昕软件,Amazon Group,Amazon Group,4,Amazon,Amazon,1,,,100
737276,688095.SH,福昕软件,"Amazon.com Services, Inc","Amazon.com Services, Inc",5,Amazon,Amazon,1,,,100
737330,688095.SH,福昕软件,Dell Global B.V. (Singapore Branch),Dell Global B.V. (Singapore Branch),8,Dell,Dell,4,,,100
737347,688095.SH,福昕软件,Dell Inc.,Dell Inc.,9,Dell,Dell,4,,,100
737364,688095.SH,福昕软件,Dell Inc. (OEM and SnP),Dell Inc. (OEM and SnP),10,Dell,Dell,4,,,100
737381,688095.SH,福昕软件,Dell Inc. B.V.(Singapore Branch),Dell Inc. B.V.(Singapore Branch),11,Dell,Dell,4,,,100
737439,688095.SH,福昕软件,Microsoft Corporation,Microsoft Corporation,14,Microsoft,Microsoft,11,,,100
737457,688095.SH,福昕软件,"NCS Pearson, Inc","NCS Pearson, Inc",15,"NCS Pearson, Inc.","NCS Pearson, Inc.",12,,,100
737509,688095.SH,福昕软件,"Ominitracs ,  LLC","Ominitracs ,  LLC",18,"Ominitracs ,  LLC","Ominitracs ,  LLC",13,,,100
737710,688096.SH,京源环保,中石化宁波工程有限公司,中石化宁波工程有限公司,4,中石化宁波工程有限公司,中石化宁波工程有限公司,4,宁波,宁波,100
737907,688096.SH,京源环保,新疆中泰化学托克逊能化有限公司,新疆中泰化学托克逊能化有限公司,14,新疆中泰化学托克逊能化有限公司,新疆中泰化学托克逊能化有限公司,11,,,100
737927,688096.SH,京源环保,晋能大土河热电有限公司,晋能大土河热电有限公司,15,晋能大土河热电有限公司,晋能大土河热电有限公司,12,,,100
737969,688096.SH,京源环保,神华国能宝清煤电化有限公司,神华国能宝清煤电化有限公司,17,神华国能宝清煤电化有限公司,神华国能宝清煤电化有限公司,16,,,100
738046,688096.SH,京源环保,陆丰宝丽华新能源电力有限公司,陆丰宝丽华新能源电力有限公司,21,陆丰宝丽华新能源电力有限公司,陆丰宝丽华新能源电力有限公司,17,,,100
738066,688096.SH,京源环保,韶关市粤华电力有限公司,韶关市粤华电力有限公司,22,韶关市粤华电力有限公司,韶关市粤华电力有限公司,18,韶关,韶关,100
738211,688097.SH,博众精工,香港博众精工科技有限公司,香港博众精工科技有限公司,12,香港博众,香港博众,12,,,100
738256,688098.SH,申联生物,山东省畜牧兽医局,山东省畜牧兽医局,3,山东省畜牧兽医局,山东省畜牧兽医局,3,山东,山东,100
738266,688098.SH,申联生物,广东省动物防疫物资储备中心,广东省动物防疫物资储备中心,4,广东省动物防疫物资储备中心,广东省动物防疫物资储备中心,4,广东,广东,100
738276,688098.SH,申联生物,江苏省动物疫病预防控制中心,江苏省动物疫病预防控制中心,5,江苏省动物疫病预防控制中心,江苏省动物疫病预防控制中心,5,江苏,江苏,100
738287,688098.SH,申联生物,河南省畜牧局,河南省畜牧局,6,河南省畜牧局,河南省畜牧局,7,河南,河南,100
738297,688098.SH,申联生物,湖北省畜牧兽医局,湖北省畜牧兽医局,7,湖北省畜牧兽医局,湖北省畜牧兽医局,8,湖北,湖北,100
738307,688098.SH,申联生物,湖南省兽医局,湖南省兽医局,8,湖南省兽医局,湖南省兽医局,9,湖南,湖南,100
738387,688099.SH,晶晨股份,文晔科技股份有限公司,文晔科技股份有限公司,6,文晔科技股份有限公司,文晔科技股份有限公司,7,,,100
738443,688099.SH,晶晨股份,深圳市中兴康讯电子有限公司,深圳市中兴康讯电子有限公司,11,深圳市中兴康讯电子有限公司,深圳市中兴康讯电子有限公司,8,深圳,深圳,100
738454,688100.SH,威胜信息,ISKRAEMECO ENERGY MEASUREMENT,ISKRAEMECO ENERGY MEASUREMENT,2,ISKRAEMECO ENERGY MEASUREMENT,ISKRAEMECO ENERGY MEASUREMENT,1,,,100
738461,688100.SH,威胜信息,ISKRAEMECOENERGYMEASUREMENT,ISKRAEMECOENERGYMEASUREMENT,3,ISKRAEMECO ENERGY MEASUREMENT,ISKRAEMECO ENERGY MEASUREMENT,1,,,93
738483,688100.SH,威胜信息,中国南方电网有限责任公司,中国南方电网有限责任公司,6,中国南方电网有限责任公司及其子公司,中国南方电网有限责任公司及其子公司,2,,,100
738490,688100.SH,威胜信息,中国南方电网有限责任公司及其子公司,中国南方电网有限责任公司及其子公司,7,中国南方电网有限责任公司及其子公司,中国南方电网有限责任公司及其子公司,2,,,100
738512,688100.SH,威胜信息,国家电网有限公司,国家电网有限公司,10,国家电网有限公司及其子公司,国家电网有限公司及其子公司,3,,,100
738519,688100.SH,威胜信息,国家电网有限公司及其子公司,国家电网有限公司及其子公司,11,国家电网有限公司及其子公司,国家电网有限公司及其子公司,3,,,100
738527,688100.SH,威胜信息,威胜控股有限公司,威胜控股有限公司,12,威胜控股有限公司及其子公司,威胜控股有限公司及其子公司,4,,,100
738534,688100.SH,威胜信息,威胜控股有限公司及其子公司,威胜控股有限公司及其子公司,13,威胜控股有限公司及其子公司,威胜控股有限公司及其子公司,4,,,100
738563,688100.SH,威胜信息,西门子(中国)有限公司及其子公司,西门子(中国)有限公司及其子公司,17,西门子(中国)有限公司及其子公司,西门子(中国)有限公司及其子公司,5,,,100
738571,688100.SH,威胜信息,长沙供水有限公司,长沙供水有限公司,18,长沙供水有限公司,长沙供水有限公司,6,长沙,长沙,100
738588,688101.SH,三达膜,乌苏市马赛投资有限责任公司,乌苏市马赛投资有限责任公司,1,乌苏市马赛投资有限责任公司,乌苏市马赛投资有限责任公司,2,,,100
738604,688101.SH,三达膜,嘉兴石化有限公司,嘉兴石化有限公司,2,嘉兴石化有限公司,嘉兴石化有限公司,4,嘉兴,嘉兴,100
738619,688101.SH,三达膜,四平市污水处理管理处,四平市污水处理管理处,3,四平市污水处理管理处,四平市污水处理管理处,5,四平,四平,100
738664,688101.SH,三达膜,巨野县住房和城乡建设局,巨野县住房和城乡建设局,6,巨野县住房和城乡建设局,巨野县住房和城乡建设局,8,,,100
738784,688102.SH,斯瑞新材,Alstom集团,Alstom集团,1,Alstom集团,Alstom集团,2,,,100
738795,688102.SH,斯瑞新材,GE-WAB集团,GE-WAB集团,2,GE-WAB集团,GE-WAB集团,4,,,100
738818,688102.SH,斯瑞新材,中国西电集团有限公司,中国西电集团有限公司,4,西电集团,西电集团,9,,,100
738835,688102.SH,斯瑞新材,晋西工业集团,晋西工业集团,6,晋西工业集团,晋西工业集团,8,,,100
738837,688103.SH,国力股份,ABB Installation Products Inc.,ABB Installation Products Inc.,1,ABB,ABB,1,,,100
738853,688103.SH,国力股份,"GIGAVAC,LLC","GIGAVAC,LLC",2,GIGAVAC,GIGAVAC,3,,,100
738854,688103.SH,国力股份,"GIGAVAC,LLC","GIGAVAC,LLC",2,"GIGAVAC,LLC","GIGAVAC,LLC",4,,,100
738867,688103.SH,国力股份,"GIGAVAC,LLC(美国)","GIGAVAC,LLC(美国)",3,GIGAVAC,GIGAVAC,3,,,100
738868,688103.SH,国力股份,"GIGAVAC,LLC(美国)","GIGAVAC,LLC(美国)",3,"GIGAVAC,LLC","GIGAVAC,LLC",4,,,100
738886,688103.SH,国力股份,北京理工华创电动车技术有限公司,北京理工华创电动车技术有限公司,4,北京理工华创电动车技术有限公司,北京理工华创电动车技术有限公司,8,北京,北京,100
738905,688103.SH,国力股份,深圳欣锐科技股份有限公司,深圳欣锐科技股份有限公司,5,深圳欣锐科技股份有限公司,深圳欣锐科技股份有限公司,13,深圳,深圳,100
738920,688103.SH,国力股份,深圳沃特玛,深圳沃特玛,6,深圳沃特玛,深圳沃特玛,14,深圳,深圳,100
738987,688106.SH,金宏气体,PeakViewInternationalLimited,PeakViewInternationalLimited,3,PeakViewInternationalLimited,PeakViewInternationalLimited,1,,,100
739199,688106.SH,金宏气体,北方集成电路,北方集成电路,11,北方集成电路,北方集成电路,5,,,100
739304,688106.SH,金宏气体,华灿光电(苏州)有限公司,华灿光电(苏州)有限公司,15,华灿光电(苏州)有限公司,华灿光电(苏州)有限公司,6,苏州,苏州,100
739305,688106.SH,金宏气体,华灿光电(苏州)有限公司,华灿光电(苏州)有限公司,15,华灿光电(苏州)有限公司/华灿光电股份有限公司,华灿光电(苏州)有限公司/华灿光电股份有限公司,7,苏州,苏州,100
739332,688106.SH,金宏气体,厦门乾照光电股份有限公司,厦门乾照光电股份有限公司,16,厦门乾照光电股份有限公司,厦门乾照光电股份有限公司,8,厦门,厦门,100
739412,688106.SH,金宏气体,天合光能,天合光能,19,天合光能,天合光能,10,,,100
739625,688106.SH,金宏气体,江苏亨通光导新材料有限公司,江苏亨通光导新材料有限公司,27,江苏亨通光导新材料有限公司,江苏亨通光导新材料有限公司,15,江苏,江苏,100
739730,688106.SH,金宏气体,江苏美特瑞科技发展有限公司,江苏美特瑞科技发展有限公司,31,江苏美特瑞科技发展有限公司,江苏美特瑞科技发展有限公司,16,江苏,江苏,100
739757,688106.SH,金宏气体,江西乾照光电有限公司,江西乾照光电有限公司,32,江西乾照光电有限公司,江西乾照光电有限公司,17,江西,江西,100
739813,688106.SH,金宏气体,聚灿光电科技(宿迁)有限公司,聚灿光电科技(宿迁)有限公司,34,聚灿光电科技(宿迁)有限公司,聚灿光电科技(宿迁)有限公司,21,宿迁,宿迁,100
739840,688106.SH,金宏气体,聚灿光电科技股份有限公司,聚灿光电科技股份有限公司,35,聚灿光电科技股份有限公司,聚灿光电科技股份有限公司,22,,,100
739893,688106.SH,金宏气体,苏州天脉导热科技股份有限公司,苏州天脉导热科技股份有限公司,37,苏州天脉,苏州天脉,23,苏州,苏州,100
740014,688107.SH,安路科技,上海润欣科技股份有限公司,上海润欣科技股份有限公司,4,上海润欣科技股份有限公司,上海润欣科技股份有限公司,1,上海,上海,100
740028,688107.SH,安路科技,上海灵信视觉技术股份有限公司,上海灵信视觉技术股份有限公司,5,上海灵信视觉技术股份有限公司,上海灵信视觉技术股份有限公司,2,上海,上海,100
740070,688107.SH,安路科技,深圳市中兴康讯电子有限公司,深圳市中兴康讯电子有限公司,8,深圳市中兴康讯电子有限公司,深圳市中兴康讯电子有限公司,5,深圳,深圳,100
740253,688109.SH,品茗科技,上海宝冶集团有限公司,上海宝冶集团有限公司,1,上海宝冶集团有限公司,上海宝冶集团有限公司,1,上海,上海,100
740268,688109.SH,品茗科技,中国建筑第八工程局有限公司,中国建筑第八工程局有限公司,2,中国建筑第八工程局有限公司,中国建筑第八工程局有限公司,2,,,100
740313,688109.SH,品茗科技,中建三局集团有限公司,中建三局集团有限公司,5,中建三局集团有限公司,中建三局集团有限公司,5,,,100
740439,688110.SH,东芯股份,"Hailink Electronics Co., Ltd","Hailink Electronics Co., Ltd",3,Hailinks Electronics,Hailinks Electronics,3,,,95
740440,688110.SH,东芯股份,"Hailink Electronics Co., Ltd","Hailink Electronics Co., Ltd",3,"Hailinks Electronics Co., Ltd","Hailinks Electronics Co., Ltd",4,,,96
740454,688110.SH,东芯股份,"Hailinks Electronics Co., Ltd","Hailinks Electronics Co., Ltd",4,Hailinks Electronics,Hailinks Electronics,3,,,100
740455,688110.SH,东芯股份,"Hailinks Electronics Co., Ltd","Hailinks Electronics Co., Ltd",4,"Hailinks Electronics Co., Ltd","Hailinks Electronics Co., Ltd",4,,,100
740469,688110.SH,东芯股份,"Hailinks Electronics Co., Ltd.","Hailinks Electronics Co., Ltd.",5,Hailinks Electronics,Hailinks Electronics,3,,,100
740470,688110.SH,东芯股份,"Hailinks Electronics Co., Ltd.","Hailinks Electronics Co., Ltd.",5,"Hailinks Electronics Co., Ltd","Hailinks Electronics Co., Ltd",4,,,100
740501,688110.SH,东芯股份,J&G Global Limited,J&G Global Limited,7,J&G Global Limited,J&G Global Limited,5,,,100
740521,688110.SH,东芯股份,V&V Technology Limited,V&V Technology Limited,8,V&V Technology Limited,V&V Technology Limited,10,,,100
